uID,variable1,variable2,.id,source,ross.s2.1_1_TEXT,ross.s2.2,sex,Source.Global,Source.Primary,Source.Secondary,Country,Location,Language,Weird,Execution,SubjectPool,Setting,Tablet,Pencil,StudyOrderN,IDiffOrderN,study.order,analysis.type,subset,case.include
685,40,Court,ML2_Slate2_EngUAE_r.csv,aus2,40,2,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Tversky.Gati|Zaval|Gray|Hauser|Knobe|Savani|Tversky|Risen|Norenzayan|Shafir|Hsee|Zhong|Geissner,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
715,90,Pay,ML2_Slate2_EngUAE_r.csv,aus2,90,1,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky|Shafir|Schwarz|Savani|Zaval|Hsee|Risen|Hauser|Geissner|Knobe|Tversky.Gati|Norenzayan|Gray|Zhong,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE,1,Order,all,TRUE
722,60,Pay,ML2_Slate2_EngUAE_r.csv,aus2,60,1,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Knobe|Hsee|Hauser|Risen|Norenzayan|Shafir|Schwarz|Zhong|Gray|Zaval|Tversky|Savani|Geissner|Tversky.Gati,ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
727,50,Pay,ML2_Slate2_EngUAE_r.csv,aus2,50,1,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky.Gati|Norenzayan|Shafir|Zhong|Hauser|Savani|Knobe|Risen|Geissner|Schwarz|Hsee|Zaval|Gray|Tversky,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
735,90,Pay,ML2_Slate2_EngUAE_r.csv,aus2,90,1,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Zaval|Knobe|Risen|Hauser|Gray|Schwarz|Tversky|Savani|Zhong|Geissner|Shafir|Hsee|Tversky.Gati|Norenzayan,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
750,50,Court,ML2_Slate2_EngUAE_r.csv,aus2,50,2,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Knobe|Hsee|Tversky|Tversky.Gati|Hauser|Schwarz|Zhong|Shafir|Zaval|Norenzayan|Savani|Geissner|Gray|Risen,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
760,40,Pay,ML2_Slate2_EngUAE_r.csv,aus2,40,1,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Risen|Shafir|Geissner|Schwarz|Gray|Norenzayan|Tversky|Hsee|Zaval|Knobe|Savani|Zhong|Tversky.Gati|Hauser,ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
774,0,Court,ML2_Slate2_EngUAE_r.csv,aus2,0,2,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky|Zhong|Risen|Savani|Shafir|Knobe|Gray|Schwarz|Hsee|Zaval|Tversky.Gati|Hauser|Geissner|Norenzayan,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
781,30,Court,ML2_Slate2_EngUAE_r.csv,aus2,30,2,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky|Savani|Geissner|Gray|Norenzayan|Tversky.Gati|Shafir|Hsee|Hauser|Risen|Knobe|Schwarz|Zhong|Zaval,ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing,1,Order,all,TRUE
783,20,Court,ML2_Slate2_EngUAE_r.csv,aus2,20,2,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky.Gati|Geissner|Risen|Zhong|Hsee|Norenzayan|Savani|Schwarz|Knobe|Shafir|Gray|Zaval|Hauser|Tversky,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
784,100,Pay,ML2_Slate2_EngUAE_r.csv,aus2,100,1,2,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Geissner|Norenzayan|Savani|Gray|Zaval|Zhong|Shafir|Knobe|Hauser|Risen|Tversky|Hsee|Schwarz|Tversky.Gati,ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE,1,Order,all,TRUE
801,10,Court,ML2_Slate2_EngUAE_r.csv,aus2,10,2,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Hsee|Risen|Gray|Tversky|Shafir|Hauser|Norenzayan|Savani|Geissner|Zhong|Tversky.Gati|Zaval|Schwarz|Knobe,ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing,1,Order,all,TRUE
804,0,Court,ML2_Slate2_EngUAE_r.csv,aus2,0,2,1,aus2,aus2,aus2,United Arab Emirates,"American University of Sharjah, United Arab Emirates",English,0,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Zaval|Zhong|Savani|Hsee|Norenzayan|Schwarz|Shafir|Tversky.Gati|Geissner|Knobe|Risen|Tversky|Hauser|Gray,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,1,Order,all,TRUE
812,60,Court,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,60,2,2,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky.Gati|Knobe|Hauser|Zaval|Savani|Tversky|Risen|Hsee|Schwarz|Gray|Zhong|Shafir|Norenzayan|Geissner,ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE,1,Order,all,TRUE
816,98,Pay,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,98,1,2,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Norenzayan|Shafir|Hauser|Knobe|Tversky|Tversky.Gati|Schwarz|Zaval|Hsee|Zhong|Savani|Geissner|Gray|Risen,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
817,60,Pay,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,60,1,1,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Geissner|Savani|Tversky|Hsee|Knobe|Zhong|Shafir|Norenzayan|Gray|Tversky.Gati|Hauser|Zaval|Risen,ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
866,25,Pay,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,25,1,4,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Zaval|Shafir|Gray|Savani|Tversky.Gati|Norenzayan|Hsee|Risen|Tversky|Hauser|Knobe|Zhong|Geissner,ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood,1,Order,all,TRUE
886,35,Court,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,35,2,1,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky|Hsee|Zhong|Savani|Schwarz|Knobe|Risen|Shafir|Tversky.Gati|Gray|Geissner|Norenzayan|Zaval|Hauser,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing,1,Order,all,TRUE
894,80,Court,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,80,2,2,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Hsee|Tversky|Risen|Norenzayan|Knobe|Gray|Zaval|Geissner|Zhong|Savani|Shafir|Hauser|Tversky.Gati,ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
899,75,Pay,ML2_Slate2_French_Inlab_DEPLOY__Belgium_r.csv,louvain,75,1,1,louvain,louvain,louvain,Belgium,"Université catholique de Louvain, campus in Mons, Belgium",French,1,,Yes,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Norenzayan|Gray|Geissner|Schwarz|Hsee|Knobe|Hauser|Tversky|Zhong|Zaval|Risen|Savani|Tversky.Gati|Shafir,ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
911,80,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,80,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Norenzayan|Schwarz|Tversky.Gati|Risen|Zaval|Zhong|Gray|Savani|Hauser|Tversky|Hsee|Knobe|Shafir|Geissner,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
936,40,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,40,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Gray|Zhong|Tversky.Gati|Hsee|Knobe|Savani|Tversky|Risen|Norenzayan|Shafir|Geissner|Hauser|Zaval|Schwarz,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five,1,Order,all,TRUE
954,95,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,95,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Zhong|Tversky|Risen|Zaval|Hauser|Knobe|Geissner|Tversky.Gati|Shafir|Savani|Gray|Norenzayan|Hsee,ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE,1,Order,all,TRUE
983,85,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,85,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Risen|Tversky|Zaval|Schwarz|Savani|Hauser|Shafir|Knobe|Zhong|Hsee|Tversky.Gati|Geissner|Gray|Norenzayan,ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five,1,Order,all,TRUE
1002,65,Court,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,65,2,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Gray|Risen|Savani|Tversky|Geissner|Shafir|Zaval|Hauser|Hsee|Zhong|Norenzayan|Tversky.Gati|Knobe|Schwarz,ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
1007,80,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,80,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Schwarz|Geissner|Knobe|Shafir|Hauser|Tversky.Gati|Norenzayan|Savani|Risen|Zhong|Tversky|Gray|Zaval|Hsee,ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
1022,20,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,20,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Savani|Hsee|Schwarz|Geissner|Risen|Hauser|Gray|Knobe|Tversky|Tversky.Gati|Shafir|Zhong|Norenzayan|Zaval,ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood,1,Order,all,TRUE
1031,75,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,75,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Gray|Zaval|Zhong|Geissner|Hauser|Savani|Norenzayan|Schwarz|Tversky.Gati|Tversky|Knobe|Risen|Shafir|Hsee,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
1034,80,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,80,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Gray|Hsee|Zaval|Risen|Schwarz|Zhong|Shafir|Savani|Norenzayan|Tversky|Hauser|Tversky.Gati|Knobe|Geissner,ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood,1,Order,all,TRUE
1073,70,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,70,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Norenzayan|Risen|Savani|Gray|Zhong|Hsee|Tversky.Gati|Schwarz|Geissner|Tversky|Zaval|Shafir|Hauser|Knobe,ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
1079,90,Pay,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,90,1,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Zhong|Schwarz|Geissner|Norenzayan|Knobe|Hauser|Savani|Risen|Hsee|Tversky.Gati|Gray|Tversky|Zaval|Shafir,ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood,1,Order,all,TRUE
1087,80,Court,ML2_Slate2_French_Inlab_DEPLOY__france_pascal_r.csv,pascal,80,2,2,pascal,pascal,pascal,France,"Université Blaise Pascal, Clermont-Ferrand, France",French,1,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Shafir|Zhong|Tversky|Norenzayan|Savani|Risen|Gray|Zaval|Hauser|Tversky.Gati|Schwarz|Knobe|Geissner|Hsee,ID: Subjective wellbeing|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: TIPI for Big-Five,1,Order,all,TRUE
1137,20,Court,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amity,20,2,1,amity,amity,amity,India,"Amity University, India",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky.Gati|Schwarz|Gray|Zhong|Hauser|Norenzayan|Hsee|Risen|Savani|Knobe|Geissner|Zaval|Shafir|Tversky,ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
1154,75,Pay,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amity,75,1,1,amity,amity,amity,India,"Amity University, India",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Geissner|Risen|Savani|Schwarz|Knobe|Shafir|Hauser|Norenzayan|Tversky.Gati|Zaval|Zhong|Tversky|Hsee|Gray,ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection,1,Order,all,TRUE
1162,85,Pay,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amityon,85,1,1,amityon,amityon,amityon,India,"Amity University, India",English,0,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Savani|Norenzayan|Geissner|Shafir|Tversky.Gati|Knobe|Zaval|Zhong|Schwarz|Gray|Hsee|Tversky|Risen|Hauser,ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing,1,Order,all,TRUE
1175,10,Court,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amityon,10,2,1,amityon,amityon,amityon,India,"Amity University, India",English,0,,No,Online (at home),Unable to verify (completed online) but likely mostly computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Hauser|Knobe|Zhong|Hsee|Savani|Tversky.Gati|Schwarz|Gray|Tversky|Zaval|Shafir|Geissner|Risen|Norenzayan,ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE,1,Order,all,TRUE
1275,60,Court,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amity,60,2,2,amity,amity,amity,India,"Amity University, India",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Tversky.Gati|Risen|Knobe|Tversky|Hauser|Schwarz|Shafir|Zhong|Hsee|Geissner|Zaval|Savani|Norenzayan|Gray,ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing,1,Order,all,TRUE
1285,40,Pay,ML2_Slate2_IndiaEng_Inlab_DEPLOY__Amity_r.csv,amity,40,1,1,amity,amity,amity,India,"Amity University, India",English,0,,No,In a lab,Computers,"No, the whole study was on the computer (except maybe consent/debriefing)",Ross.Slate2|Risen|Tversky.Gati|Hauser|Savani|Zhong|Zaval|Tversky|Schwarz|Gray|Hsee|Shafir|Geissner|Norenzayan|Knobe,ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Cognitive reflection,1,Order,all,TRUE
